アセンブリ名	名前空間名	型名	スタティックメソッド名	スタティックメソッドの戻り値の型名	スタティックメソッドの仮引数の個数	スタティックメソッドの仮引数の位置番号	スタティックメソッドの仮引数の変数名	スタティックメソッドの仮引数の型名
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Int16
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	UInt16
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Int32
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	DateTime
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Decimal
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Double
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Single
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	UInt32
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	UInt64
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Byte[]
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Uri
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	TimeSpan
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Guid
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	FromObject	Newtonsoft.Json.Linq.JToken	1	0	o	Object
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	FromObject	Newtonsoft.Json.Linq.JToken	2	0,1	o,jsonSerializer	Object,JsonSerializer
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	ReadFrom	Newtonsoft.Json.Linq.JToken	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	ReadFrom	Newtonsoft.Json.Linq.JToken	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	Parse	Newtonsoft.Json.Linq.JToken	1	0	json	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	Parse	Newtonsoft.Json.Linq.JToken	2	0,1	json,settings	String,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	Load	Newtonsoft.Json.Linq.JToken	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	Load	Newtonsoft.Json.Linq.JToken	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	ReadFromAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	ReadFromAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	get_EqualityComparer	Newtonsoft.Json.Linq.JTokenEqualityComparer	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	DeepEquals	System.Boolean	2	0,1	t1,t2	JToken,JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Boolean	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.DateTimeOffset	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Boolean, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Int64	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.DateTime, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.DateTimeOffset, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Decimal, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Double, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Char, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Int32	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Int16	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.UInt16	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Char	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Byte	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.SByte	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Int32, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Int16, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.UInt16, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Byte, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.SByte, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.DateTime	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Int64, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Single, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Decimal	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.UInt32, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.UInt64, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Double	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Single	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.String	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.UInt32	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.UInt64	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Byte[]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Guid	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.Guid, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.TimeSpan	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Nullable`1[[System.TimeSpan, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Explicit	System.Uri	1	0	value	JToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Boolean
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	DateTimeOffset
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Byte
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JValue	CreateComment	Newtonsoft.Json.Linq.JValue	1	0	value	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JValue	CreateString	Newtonsoft.Json.Linq.JValue	1	0	value	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JValue	CreateNull	Newtonsoft.Json.Linq.JValue	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JValue	CreateUndefined	Newtonsoft.Json.Linq.JValue	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.DynamicUtils+BinderWrapper	GetMember	System.Runtime.CompilerServices.CallSiteBinder	2	0,1	name,context	String,Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.DynamicUtils+BinderWrapper	SetMember	System.Runtime.CompilerServices.CallSiteBinder	2	0,1	name,context	String,Type
